Industries,State,YEARS,SCORE,INSPECTION DATE
Gross Domestic Product,Canterbury,2012,26468,6/5/2019
Gross Domestic Product,Canterbury,2013,27666,10/11/2017
Gross Domestic Product,Canterbury,2014,30654,2/27/2019
Gross Domestic Product,Canterbury,2015,31911,10/3/2019
Gross Domestic Product,Canterbury,2016,33062,11/7/2016
Gross Domestic Product,Canterbury,2017,33843,6/13/2018
Gross Domestic Product,Canterbury,2018,35392,7/24/2017
Agriculture,Otago,2000,329,6/6/2018
Agriculture,Otago,2001,464,5/21/2019
Agriculture,Otago,2002,502,4/29/2019
Agriculture,Otago,2003,371,1/10/2017
Agriculture,Otago,2004,365,3/27/2018
Agriculture,Otago,2005,371,4/5/2019
Agriculture,Otago,2006,303,6/20/2019
Agriculture,Otago,2007,351,10/15/2019
Agriculture,Otago,2008,489,10/14/2016
Agriculture,Otago,2009,414,6/12/2017
Agriculture,Otago,2010,511,12/24/2019
Agriculture,Otago,2011,663,12/13/2017
Agriculture,Otago,2012,715,3/8/2018
Agriculture,Otago,2013,551,6/12/2019
Agriculture,Otago,2014,782,9/11/2019
Agriculture,Otago,2015,555,6/27/2019
Agriculture,Otago,2016,480,11/13/2017
Agriculture,Otago,2017,621,2/8/2018
"Forestry, Fishing, and Mining",Otago,2000,125,7/29/2019
"Forestry, Fishing, and Mining",Otago,2001,165,11/28/2016
"Forestry, Fishing, and Mining",Otago,2002,187,4/19/2018
"Forestry, Fishing, and Mining",Otago,2003,190,7/31/2018
"Forestry, Fishing, and Mining",Otago,2004,177,4/7/2018
"Forestry, Fishing, and Mining",Otago,2005,185,8/2/2018
"Forestry, Fishing, and Mining",Otago,2006,180,5/1/2019
"Forestry, Fishing, and Mining",Otago,2007,227,10/22/2018
"Forestry, Fishing, and Mining",Otago,2008,216,2/21/2017
"Forestry, Fishing, and Mining",Otago,2009,308,8/21/2018
"Forestry, Fishing, and Mining",Otago,2010,397,8/7/2018
"Forestry, Fishing, and Mining",Otago,2011,389,4/24/2019
"Forestry, Fishing, and Mining",Otago,2012,412,3/6/2019
"Forestry, Fishing, and Mining",Otago,2013,389,4/24/2017
"Forestry, Fishing, and Mining",Otago,2014,398,10/19/2016
"Forestry, Fishing, and Mining",Otago,2015,348,3/8/2018
"Forestry, Fishing, and Mining",Otago,2016,382,6/3/2019
"Forestry, Fishing, and Mining",Otago,2017,432,11/1/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2000,301,11/1/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2001,365,3/31/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2002,355,12/12/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2003,381,7/18/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2004,417,10/3/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2005,428,9/5/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2006,518,9/10/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2007,541,11/7/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2008,559,8/22/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2009,673,5/14/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2010,779,1/23/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2011,789,9/7/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2012,828,7/16/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2013,876,6/28/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2014,921,8/29/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2015,898,5/12/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2016,883,12/24/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Otago,2017,962,3/15/2017
Primary Manufacturing,Otago,2000,332,10/22/2019
Primary Manufacturing,Otago,2001,362,11/7/2019
Primary Manufacturing,Otago,2002,408,8/2/2019
Primary Manufacturing,Otago,2003,510,1/12/2017
Primary Manufacturing,Otago,2004,494,2/3/2017
Primary Manufacturing,Otago,2005,515,3/15/2019
Primary Manufacturing,Otago,2006,512,6/11/2019
Primary Manufacturing,Otago,2007,442,7/18/2019
Primary Manufacturing,Otago,2008,451,11/21/2019
Primary Manufacturing,Otago,2009,474,10/10/2018
Primary Manufacturing,Otago,2010,413,8/15/2017
Primary Manufacturing,Otago,2011,399,11/13/2017
Primary Manufacturing,Otago,2012,408,8/21/2018
Primary Manufacturing,Otago,2013,429,10/5/2017
Primary Manufacturing,Otago,2014,454,7/25/2018
Primary Manufacturing,Otago,2015,498,12/18/2017
Primary Manufacturing,Otago,2016,501,8/27/2018
Primary Manufacturing,Otago,2017,457,1/9/2019
Other Manufacturing,Otago,2000,198,3/29/2019
Other Manufacturing,Otago,2001,201,5/9/2016
Other Manufacturing,Otago,2002,214,5/10/2018
Other Manufacturing,Otago,2003,237,2/14/2018
Other Manufacturing,Otago,2004,231,7/3/2019
Other Manufacturing,Otago,2005,231,9/14/2016
Other Manufacturing,Otago,2006,231,6/1/2019
Other Manufacturing,Otago,2007,239,4/3/2019
Other Manufacturing,Otago,2008,258,7/16/2019
Other Manufacturing,Otago,2009,227,3/23/2018
Other Manufacturing,Otago,2010,194,11/14/2018
Other Manufacturing,Otago,2011,196,10/17/2016
Other Manufacturing,Otago,2012,194,9/27/2019
Other Manufacturing,Otago,2013,201,7/1/2019
Other Manufacturing,Otago,2014,195,1/19/2017
Other Manufacturing,Otago,2015,212,8/12/2019
Other Manufacturing,Otago,2016,243,10/7/2017
Other Manufacturing,Otago,2017,268,10/1/2018
Manufacturing,Otago,2000,530,11/20/2018
Manufacturing,Otago,2001,563,6/20/2017
Manufacturing,Otago,2002,622,2/7/2017
Manufacturing,Otago,2003,747,7/25/2019
Manufacturing,Otago,2004,726,10/25/2019
Manufacturing,Otago,2005,746,10/3/2019
Manufacturing,Otago,2006,743,10/11/2016
Manufacturing,Otago,2007,680,9/12/2019
Manufacturing,Otago,2008,709,7/18/2019
Manufacturing,Otago,2009,701,9/14/2019
Manufacturing,Otago,2010,607,12/8/2018
Manufacturing,Otago,2011,595,10/24/2018
Manufacturing,Otago,2012,602,3/30/2017
Manufacturing,Otago,2013,630,11/26/2018
Manufacturing,Otago,2014,650,5/25/2016
Manufacturing,Otago,2015,710,2/12/2019
Manufacturing,Otago,2016,744,2/7/2019
Manufacturing,Otago,2017,725,2/24/2016
"Electricity, Gas, Water, and Waste services",Otago,2000,175,8/30/2019
"Electricity, Gas, Water, and Waste services",Otago,2001,200,1/30/2018
"Electricity, Gas, Water, and Waste services",Otago,2002,168,5/16/2018
"Electricity, Gas, Water, and Waste services",Otago,2003,191,7/22/2019
"Electricity, Gas, Water, and Waste services",Otago,2004,241,8/27/2018
"Electricity, Gas, Water, and Waste services",Otago,2005,244,2/7/2017
"Electricity, Gas, Water, and Waste services",Otago,2006,338,6/20/2018
"Electricity, Gas, Water, and Waste services",Otago,2007,314,10/25/2019
"Electricity, Gas, Water, and Waste services",Otago,2008,343,3/12/2019
"Electricity, Gas, Water, and Waste services",Otago,2009,364,2/3/2017
"Electricity, Gas, Water, and Waste services",Otago,2010,382,12/11/2017
"Electricity, Gas, Water, and Waste services",Otago,2011,399,3/29/2018
"Electricity, Gas, Water, and Waste services",Otago,2012,416,4/10/2017
"Electricity, Gas, Water, and Waste services",Otago,2013,487,7/18/2019
"Electricity, Gas, Water, and Waste services",Otago,2014,524,11/25/2019
"Electricity, Gas, Water, and Waste services",Otago,2015,550,7/11/2019
"Electricity, Gas, Water, and Waste services",Otago,2016,501,1/3/2018
"Electricity, Gas, Water, and Waste services",Otago,2017,531,3/30/2018
Construction,Otago,2000,239,2/13/2019
Construction,Otago,2001,259,5/13/2019
Construction,Otago,2002,313,4/20/2019
Construction,Otago,2003,345,2/20/2018
Construction,Otago,2004,384,5/12/2016
Construction,Otago,2005,453,9/5/2017
Construction,Otago,2006,482,7/18/2019
Construction,Otago,2007,566,2/1/2019
Construction,Otago,2008,623,6/26/2017
Construction,Otago,2009,628,11/1/2018
Construction,Otago,2010,630,8/23/2019
Construction,Otago,2011,616,10/13/2016
Construction,Otago,2012,586,8/9/2017
Construction,Otago,2013,665,5/28/2019
Construction,Otago,2014,722,8/8/2018
Construction,Otago,2015,807,5/3/2016
Construction,Otago,2016,927,12/11/2019
Construction,Otago,2017,1031,1/24/2019
Wholesale Trade,Otago,2000,112,8/23/2018
Wholesale Trade,Otago,2001,123,7/19/2018
Wholesale Trade,Otago,2002,135,2/13/2019
Wholesale Trade,Otago,2003,141,9/14/2017
Wholesale Trade,Otago,2004,146,1/3/2019
Wholesale Trade,Otago,2005,147,6/13/2018
Wholesale Trade,Otago,2006,152,7/25/2019
Wholesale Trade,Otago,2007,163,11/13/2017
Wholesale Trade,Otago,2008,183,2/8/2018
Wholesale Trade,Otago,2009,209,9/16/2019
Wholesale Trade,Otago,2010,206,9/24/2018
Wholesale Trade,Otago,2011,201,8/21/2017
Wholesale Trade,Otago,2012,219,11/2/2018
Wholesale Trade,Otago,2013,208,3/27/2017
Wholesale Trade,Otago,2014,233,6/13/2017
Wholesale Trade,Otago,2015,248,11/14/2017
Wholesale Trade,Otago,2016,251,12/13/2018
Wholesale Trade,Otago,2017,262,3/8/2017
Retail Trade,Otago,2000,218,12/12/2018
Retail Trade,Otago,2001,238,12/10/2018
Retail Trade,Otago,2002,284,5/21/2018
Retail Trade,Otago,2003,325,5/24/2018
Retail Trade,Otago,2004,348,8/10/2019
Retail Trade,Otago,2005,364,1/30/2019
Retail Trade,Otago,2006,383,2/12/2018
Retail Trade,Otago,2007,402,8/8/2019
Retail Trade,Otago,2008,409,9/23/2019
Retail Trade,Otago,2009,411,10/13/2016
Retail Trade,Otago,2010,419,2/13/2019
Retail Trade,Otago,2011,423,2/20/2018
Retail Trade,Otago,2012,447,12/6/2017
Retail Trade,Otago,2013,471,11/16/2018
Retail Trade,Otago,2014,479,8/8/2016
Retail Trade,Otago,2015,514,8/3/2017
Retail Trade,Otago,2016,544,11/30/2019
Retail Trade,Otago,2017,588,12/9/2016
Accommodation,Otago,2000,54,12/7/2017
Accommodation,Otago,2001,63,8/9/2017
Accommodation,Otago,2002,72,11/13/2018
Accommodation,Otago,2003,71,8/17/2017
Accommodation,Otago,2004,83,4/5/2018
Accommodation,Otago,2005,97,2/11/2019
Accommodation,Otago,2006,95,1/30/2018
Accommodation,Otago,2007,161,2/2/2018
Accommodation,Otago,2008,177,6/30/2016
Accommodation,Otago,2009,190,10/9/2018
Accommodation,Otago,2010,177,3/14/2019
Accommodation,Otago,2011,184,6/27/2019
Accommodation,Otago,2012,164,5/30/2018
Accommodation,Otago,2013,193,5/29/2019
Accommodation,Otago,2014,229,7/5/2017
Accommodation,Otago,2015,245,1/19/2017
Accommodation,Otago,2016,275,5/30/2018
Accommodation,Otago,2017,286,9/18/2019
Food and beverage services,Otago,2000,106,11/14/2019
Food and beverage services,Otago,2001,117,2/8/2018
Food and beverage services,Otago,2002,132,10/10/2018
Food and beverage services,Otago,2003,136,10/30/2018
Food and beverage services,Otago,2004,158,10/2/2018
Food and beverage services,Otago,2005,180,2/5/2018
Food and beverage services,Otago,2006,190,3/6/2018
Food and beverage services,Otago,2007,142,11/7/2019
Food and beverage services,Otago,2008,157,12/30/2019
Food and beverage services,Otago,2009,145,8/9/2016
Food and beverage services,Otago,2010,168,9/28/2017
Food and beverage services,Otago,2011,169,1/25/2017
Food and beverage services,Otago,2012,177,4/25/2017
Food and beverage services,Otago,2013,188,8/12/2019
Food and beverage services,Otago,2014,214,2/23/2018
Food and beverage services,Otago,2015,230,10/25/2017
Food and beverage services,Otago,2016,305,9/3/2019
Food and beverage services,Otago,2017,337,10/13/2016
"Transport, Postal and Warehousing",Otago,2000,224,3/29/2017
"Transport, Postal and Warehousing",Otago,2001,215,7/20/2016
"Transport, Postal and Warehousing",Otago,2002,238,12/20/2019
"Transport, Postal and Warehousing",Otago,2003,267,1/8/2019
"Transport, Postal and Warehousing",Otago,2004,299,4/24/2017
"Transport, Postal and Warehousing",Otago,2005,331,12/11/2018
"Transport, Postal and Warehousing",Otago,2006,336,11/21/2017
"Transport, Postal and Warehousing",Otago,2007,289,6/10/2016
"Transport, Postal and Warehousing",Otago,2008,301,6/20/2019
"Transport, Postal and Warehousing",Otago,2009,319,3/14/2019
"Transport, Postal and Warehousing",Otago,2010,370,10/5/2018
"Transport, Postal and Warehousing",Otago,2011,383,8/17/2018
"Transport, Postal and Warehousing",Otago,2012,366,6/7/2017
"Transport, Postal and Warehousing",Otago,2013,408,5/11/2018
"Transport, Postal and Warehousing",Otago,2014,422,5/20/2019
"Transport, Postal and Warehousing",Otago,2015,519,10/2/2017
"Transport, Postal and Warehousing",Otago,2016,524,11/2/2017
"Transport, Postal and Warehousing",Otago,2017,550,8/28/2019
"Information Media, Telecommunications and Other Services",Otago,2000,327,5/28/2019
"Information Media, Telecommunications and Other Services",Otago,2001,308,2/6/2017
"Information Media, Telecommunications and Other Services",Otago,2002,331,7/12/2018
"Information Media, Telecommunications and Other Services",Otago,2003,370,6/22/2017
"Information Media, Telecommunications and Other Services",Otago,2004,406,2/23/2019
"Information Media, Telecommunications and Other Services",Otago,2005,441,6/12/2018
"Information Media, Telecommunications and Other Services",Otago,2006,438,8/13/2016
"Information Media, Telecommunications and Other Services",Otago,2007,449,5/7/2019
"Information Media, Telecommunications and Other Services",Otago,2008,437,3/19/2019
"Information Media, Telecommunications and Other Services",Otago,2009,438,10/31/2016
"Information Media, Telecommunications and Other Services",Otago,2010,475,9/14/2017
"Information Media, Telecommunications and Other Services",Otago,2011,469,8/10/2017
"Information Media, Telecommunications and Other Services",Otago,2012,464,3/19/2018
"Information Media, Telecommunications and Other Services",Otago,2013,481,11/1/2018
"Information Media, Telecommunications and Other Services",Otago,2014,500,3/31/2017
"Information Media, Telecommunications and Other Services",Otago,2015,507,12/19/2019
"Information Media, Telecommunications and Other Services",Otago,2016,592,11/28/2018
"Information Media, Telecommunications and Other Services",Otago,2017,616,1/3/2019
Financial and Insurance Services,Otago,2000,114,2/7/2017
Financial and Insurance Services,Otago,2001,126,10/9/2019
Financial and Insurance Services,Otago,2002,153,1/24/2019
Financial and Insurance Services,Otago,2003,185,12/2/2019
Financial and Insurance Services,Otago,2004,192,8/29/2019
Financial and Insurance Services,Otago,2005,199,8/7/2019
Financial and Insurance Services,Otago,2006,200,12/24/2018
Financial and Insurance Services,Otago,2007,198,9/12/2017
Financial and Insurance Services,Otago,2008,215,3/20/2018
Financial and Insurance Services,Otago,2009,256,8/8/2017
Financial and Insurance Services,Otago,2010,275,6/14/2019
Financial and Insurance Services,Otago,2011,226,10/10/2018
Financial and Insurance Services,Otago,2012,228,7/17/2018
Financial and Insurance Services,Otago,2013,243,1/17/2017
Financial and Insurance Services,Otago,2014,240,12/4/2019
Financial and Insurance Services,Otago,2015,300,11/4/2019
Financial and Insurance Services,Otago,2016,282,11/21/2019
Financial and Insurance Services,Otago,2017,271,9/23/2019
"Rental, Hiring and Real Estate Services",Otago,2000,253,3/29/2017
"Rental, Hiring and Real Estate Services",Otago,2001,274,10/30/2019
"Rental, Hiring and Real Estate Services",Otago,2002,302,10/30/2018
"Rental, Hiring and Real Estate Services",Otago,2003,311,5/15/2018
"Rental, Hiring and Real Estate Services",Otago,2004,359,5/3/2018
"Rental, Hiring and Real Estate Services",Otago,2005,400,3/30/2017
"Rental, Hiring and Real Estate Services",Otago,2006,437,2/20/2019
"Rental, Hiring and Real Estate Services",Otago,2007,476,4/2/2019
"Rental, Hiring and Real Estate Services",Otago,2008,474,9/19/2018
"Rental, Hiring and Real Estate Services",Otago,2009,522,2/16/2017
"Rental, Hiring and Real Estate Services",Otago,2010,572,10/21/2019
"Rental, Hiring and Real Estate Services",Otago,2011,581,10/11/2018
"Rental, Hiring and Real Estate Services",Otago,2012,632,1/30/2017
"Rental, Hiring and Real Estate Services",Otago,2013,630,3/6/2019
"Rental, Hiring and Real Estate Services",Otago,2014,697,7/31/2019
"Rental, Hiring and Real Estate Services",Otago,2015,717,7/14/2017
"Rental, Hiring and Real Estate Services",Otago,2016,799,7/12/2017
"Rental, Hiring and Real Estate Services",Otago,2017,903,9/29/2018
Owner-Occupied Property Operation,Otago,2000,400,3/6/2019
Owner-Occupied Property Operation,Otago,2001,405,2/26/2019
Owner-Occupied Property Operation,Otago,2002,416,5/23/2019
Owner-Occupied Property Operation,Otago,2003,442,4/11/2018
Owner-Occupied Property Operation,Otago,2004,478,11/7/2019
Owner-Occupied Property Operation,Otago,2005,541,1/17/2018
Owner-Occupied Property Operation,Otago,2006,570,1/29/2019
Owner-Occupied Property Operation,Otago,2007,588,11/15/2017
Owner-Occupied Property Operation,Otago,2008,617,5/30/2017
Owner-Occupied Property Operation,Otago,2009,618,2/28/2019
Owner-Occupied Property Operation,Otago,2010,580,11/8/2018
Owner-Occupied Property Operation,Otago,2011,647,3/27/2017
Owner-Occupied Property Operation,Otago,2012,694,7/19/2018
Owner-Occupied Property Operation,Otago,2013,742,11/25/2019
Owner-Occupied Property Operation,Otago,2014,772,12/20/2018
